year,Base case diesel consumed,Modeled diesel efficiency
2019,49857.1774847,45324.7068043
2020,49857.1774847,45324.7068043
2021,49857.1774847,45324.7068043
2022,49857.1774847,45324.7068043
2023,49857.1774847,45324.7068043
2024,49857.1774847,45324.7068043
2025,49857.1774847,45324.7068043
2026,49857.1774847,45324.7068043
2027,49857.1774847,45324.7068043
2028,49857.1774847,45324.7068043
2029,49857.1774847,45324.7068043
2030,49857.1774847,45324.7068043
2031,49857.1774847,45324.7068043
2032,49857.1774847,45324.7068043
2033,49857.1774847,45324.7068043
2034,49857.1774847,45324.7068043
2035,49857.1774847,45324.7068043
2036,49857.1774847,45324.7068043
2037,49857.1774847,45324.7068043
2038,49857.1774847,45324.7068043
