year,Base case cost,Modeled diesel efficiency
2019,135611.522758,310018.301132
2020,143588.671156,312893.650347
2021,149571.532454,314058.587941
2022,153560.106653,313510.709776
2023,156551.537302,312154.162204
2024,159044.396176,310439.899504
2025,161537.25505,308818.929734
2026,165027.257474,308195.560474
2027,168018.688123,307207.915204
2028,170511.546998,305853.908654
2029,173502.977647,305037.998612
2030,175497.264746,303398.455203
2031,179485.838945,303652.818752
2032,182975.841369,303532.957437
2033,186465.843793,303490.266194
2034,190454.417992,303976.183468
2035,192448.705091,302722.707593
2036,196437.27929,303354.090239
2037,198930.138164,302695.917488
2038,202420.140588,303012.779691
