year,Base case cost,Modeled biomass for heat (cordwood)
2017,111004.755956,125112.171574
2018,118867.155956,130558.983244
2019,129148.755956,137803.173426
2020,133987.155956,141030.995297
2021,137615.955956,143372.622711
2022,140035.155956,144827.863544
2023,141849.555956,145843.72598
2024,143361.555956,146643.624696
2025,144873.555956,147450.978664
2026,146990.355956,148712.808948
2027,148804.755956,149758.151218
2028,150316.755956,150586.838836
2029,152131.155956,151645.904862
2030,153340.755956,152264.396688
2031,155759.955956,153783.746507
2032,,
2033,,
2034,,
2035,,
2036,,
