year,population
2003,171.0
2004,199.0
2005,195.0
2006,184.0
2007,178.0
2008,172.0
2009,162.0
2010,166.0
2011,168.0
2012,169.0
2013,169.0
2014,169.0
2015,169.0
2016,169.0
2017,169.0
2018,170.0
2019,170.0
2020,170.0
2021,171.0
2022,171.0
2023,171.0
2024,171.0
2025,171.0
2026,171.0
2027,172.0
2028,172.0
2029,172.0
2030,173.0
2031,173.0
2032,173.0
2033,174.0
2034,174.0
2035,174.0
2036,174.0
2037,175.0
2038,175.0
2039,175.0
2040,175.0
