year,annotation,diesel generation efficiency
2002,,11.46
2003,,3.22
2004,,8.85
2005,,11.32
2006,,0.44
2007,,0.0
2008,,0.0
2009,,4.6
2010,,13.27
2011,,13.96
2012,,15.08
2013,,13.08
2014,,12.94
2015,,12.78
2016,start of forecast,12.93
2017,,12.93
2018,,12.93
2019,,12.93
2020,,12.93
2021,,12.93
2022,,12.93
2023,,12.93
2024,,12.93
2025,,12.93
2026,,12.93
2027,,12.93
2028,,12.93
2029,,12.93
2030,,12.93
2031,,12.93
2032,,12.93
2033,,12.93
2034,,12.93
2035,,12.93
2036,,12.93
2037,,12.93
2038,,12.93
2039,,12.93
2040,,12.93
