year,Base case diesel consumed,Modeled non-residential ashp
2017,30240.4239105,21168.2967465
2018,30240.4239105,21168.2967465
2019,30240.4239105,21168.2967465
2020,30240.4239105,21168.2967465
2021,30240.4239105,21168.2967465
2022,30240.4239105,21168.2967465
2023,30240.4239105,21168.2967465
2024,30240.4239105,21168.2967465
2025,30240.4239105,21168.2967465
2026,30240.4239105,21168.2967465
2027,30240.4239105,21168.2967465
2028,30240.4239105,21168.2967465
2029,30240.4239105,21168.2967465
2030,30240.4239105,21168.2967465
2031,30240.4239105,21168.2967465
