year,Base case diesel consumed,Modeled residential energy efficiency
2017,87190.0241866,62240.2768388
2018,85789.5952385,60839.8478907
2019,82988.7373422,58038.9899944
2020,81588.308394,56638.5610462
2021,80187.8794459,55238.1320981
2022,77387.0215496,52437.2742018
2023,75986.5926014,51036.8452536
2024,73185.7347051,48235.9873573
2025,71785.305757,46835.5584092
2026,68984.4478607,44034.7005129
2027,67584.0189126,42634.2715648
2028,66183.5899644,41233.8426166
2029,63382.7320681,38432.9847203
2030,60581.8741718,35632.126824
2031,59181.4452237,34231.6978759
2032,57781.0162756,32831.2689277
2033,56380.5873274,31430.8399796
2034,53579.7294311,28629.9820833
2035,52179.300483,27229.5531352
2036,50778.8715348,25829.124187
