year,Base case diesel consumed,Modeled residential ashp
2017,121218.144638,34028.1203639
2018,119271.16274,32081.1384657
2019,115377.198943,28187.1746694
2020,113430.217045,26240.1927713
2021,111483.235147,24293.2108731
2022,107589.271351,20399.2470768
2023,105642.289452,18452.2651787
2024,101748.325656,14558.3013823
2025,99801.343758,12611.3194842
2026,95907.3799617,8717.35568787
2027,93960.3980635,6770.37378972
2028,92013.4161654,4823.39189156
2029,88119.452369,929.428095248
2030,84225.4885727,-2964.53570106
2031,82278.5066746,-4911.51759922
