year,Base case diesel consumed,Modeled non-residential ashp
2017,121218.144638,111204.252179
2018,119271.16274,109257.270281
2019,115377.198943,105363.306485
2020,113430.217045,103416.324586
2021,111483.235147,101469.342688
2022,107589.271351,97575.3788919
2023,105642.289452,95628.3969937
2024,101748.325656,91734.4331974
2025,99801.343758,89787.4512993
2026,95907.3799617,85893.487503
2027,93960.3980635,83946.5056048
2028,92013.4161654,81999.5237067
2029,88119.452369,78105.5599103
2030,84225.4885727,74211.596114
2031,82278.5066746,72264.6142159
