year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1208876
2004,,0,0,0,0,0,1239910
2005,,0,0,0,0,0,1200066
2006,,0,0,0,0,0,1268158
2007,,0,0,0,0,0,1225568
2008,,0,0,0,0,0,1219705
2009,,0,0,0,0,0,1222793
2010,,0,0,0,0,0,1542510
2011,,0,0,0,0,0,1508994
2012,,0,0,0,0,0,1947523
2013,,0,0,0,0,0,1362869
2014,start of forecast,0,0,0,0,0,1451000
2015,,0,0,0,0,0,1453000
2016,,0,0,0,0,0,1455000
2017,,0,0,0,0,0,1458000
2018,,0,0,0,0,0,1461000
2019,,0,0,0,0,0,1464000
2020,,0,0,0,0,0,1466000
2021,,0,0,0,0,0,1468000
2022,,0,0,0,0,0,1470000
2023,,0,0,0,0,0,1472000
2024,,0,0,0,0,0,1474000
2025,,0,0,0,0,0,1476000
2026,,0,0,0,0,0,1478000
2027,,0,0,0,0,0,1481000
2028,,0,0,0,0,0,1484000
2029,,0,0,0,0,0,1486000
2030,,0,0,0,0,0,1488000
2031,,0,0,0,0,0,1490000
2032,,0,0,0,0,0,1492000
2033,,0,0,0,0,0,1495000
2034,,0,0,0,0,0,1497000
2035,,0,0,0,0,0,1499000
2036,,0,0,0,0,0,1503000
2037,,0,0,0,0,0,1505000
2038,,0,0,0,0,0,1508000
2039,,0,0,0,0,0,1510000
2040,,0,0,0,0,0,1513000
