year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,101169.0,88521.981706
2018,103216.0,90568.981706
2019,104242.0,91594.981706
2020,105266.0,92618.981706
2021,106291.0,93643.981706
2022,107315.0,94667.981706
2023,108340.0,95692.981706
2024,109364.0,96716.981706
2025,110387.0,97739.981706
2026,111414.0,98766.981706
2027,112438.0,99790.981706
2028,114485.0,101837.981706
2029,114489.0,101841.981706
2030,116534.0,103886.981706
2031,117560.0,104912.981706
2032,118584.0,105936.981706
2033,119609.0,106961.981706
2034,120635.0,107987.981706
2035,121660.0,109012.981706
2036,123707.0,111059.981706
