year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,48533.1215073,35974.8099154
2018,48533.1215073,35974.8099154
2019,48533.1215073,35974.8099154
2020,48533.1215073,35974.8099154
2021,48533.1215073,35974.8099154
2022,48533.1215073,35974.8099154
2023,48533.1215073,35974.8099154
2024,48533.1215073,35974.8099154
2025,48533.1215073,35974.8099154
2026,48533.1215073,35974.8099154
2027,48533.1215073,35974.8099154
2028,48533.1215073,35974.8099154
2029,48533.1215073,35974.8099154
2030,48533.1215073,35974.8099154
2031,48533.1215073,35974.8099154
