year,Base case cost,Modeled water and wastewater efficiency
2017,42698.2235004,29541.3113501
2018,44874.9543527,30857.3793517
2019,47812.0122353,32644.2889037
2020,49221.2566803,33486.594444
2021,50267.2604412,34104.7192044
2022,51007.7275815,34534.7121277
2023,51621.8058245,34886.7257257
2024,52080.1942842,35143.2326123
2025,52612.573091,35445.9627366
2026,53328.4792475,35861.8099742
2027,53953.4827114,36222.3166418
2028,54469.848109,36515.3985948
2029,55155.1235689,36914.2899254
2030,55565.6931223,37143.6307171
2031,56276.8548004,37558.8070396
