year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,106240.82,1984.74,48533.12,50650.55
2018,106459.42,1993.72,48533.12,52689.43
2019,106678.02,1999.55,48533.12,53708.86
2020,106823.76,2004.96,48533.12,54728.3
2021,106969.49,2010.22,48533.12,55747.74
2022,107115.23,2014.61,48533.12,56767.18
2023,107260.96,2019.96,48533.12,57786.62
2024,107406.7,2024.75,48533.12,58806.06
2025,107552.43,2029.49,48533.12,59825.5
2026,107698.17,2036.0,48533.12,60844.94
2027,107916.77,2041.5,48533.12,61864.38
2028,108135.37,2048.89,48533.12,63903.25
2029,108281.11,2053.48,48533.12,63903.25
2030,108426.84,2059.1,48533.12,65942.13
2031,108572.58,2064.77,48533.12,66961.57
2032,108718.31,2070.47,48533.12,67981.01
2033,108936.92,2076.31,48533.12,69000.45
2034,109082.65,2082.08,48533.12,70019.89
2035,109228.39,2087.6,48533.12,71039.33
2036,109519.86,2096.04,48533.12,73078.2
2037,109665.59,2102.58,48533.12,74097.64
2038,109884.19,2108.85,48533.12,75117.08
2039,110029.93,2114.82,48533.12,77155.96
2040,110248.53,2121.03,48533.12,78175.4
