year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,9090.41,222289.08,265828.02,33607.81,210973.14,231956.82
2018,9689.78,235878.35,291281.66,35185.17,220214.61,247951.62
2019,10497.93,254806.27,317863.85,37314.08,233086.67,265532.56
2020,10887.26,263542.23,333748.27,38334.0,239027.62,275466.77
2021,11177.13,269851.54,347212.29,39090.14,243318.3,283634.68
2022,11382.85,274219.52,358670.68,39624.87,246288.78,290359.82
2023,11554.48,277616.84,369156.84,40067.33,248599.14,296376.68
2024,11683.12,280043.49,378609.6,40397.07,250249.41,301659.04
2025,11832.24,282955.48,388762.56,40780.34,252229.72,307387.34
2026,12033.05,286838.13,400254.75,41295.43,254870.14,313981.31
2027,12208.46,290235.45,411291.41,41745.02,257180.51,320234.27
2028,12355.13,292662.1,428041.59,42114.71,258830.78,329146.35
2029,12547.05,296544.75,433153.85,42608.08,261471.2,332504.08
2030,12663.8,298486.08,449611.61,42901.89,262791.41,341145.09
2031,12863.86,302368.73,461919.35,43413.0,265431.83,348088.83
2032,13064.97,306251.38,474390.2,43926.06,268072.25,355102.52
2033,13267.95,310134.03,487024.16,44442.86,270712.67,362186.16
2034,13492.2,314502.01,500521.44,45014.49,273683.15,369785.7
2035,13632.33,316928.66,511360.63,45366.72,275333.41,375662.66
2036,13876.09,321296.65,532614.07,45981.12,278303.88,387088.67
2037,14024.54,323723.3,543748.91,46351.22,279954.15,393092.41
2038,14256.15,328091.28,557990.37,46937.36,282924.62,401011.12
2039,14423.4,331003.27,577765.07,47356.37,284904.94,411365.97
2040,14677.84,335856.58,593216.45,48000.14,288205.46,419949.23
