year,Base case cost,Modeled non-residential energy efficiency
2017,433262.217463,439610.944894
2018,456092.966161,458560.671375
2019,487892.937561,485558.431716
2020,502569.847438,497289.809986
2021,513169.837905,505410.838311
2022,520508.292844,510649.307852
2023,526215.980018,514461.578182
2024,530292.899428,516846.925031
2025,535185.202721,519990.292958
2026,541708.273777,524619.541855
2027,547415.960952,528548.34535
2028,551492.880362,531047.494133
2029,558015.951418,535759.097968
2030,561277.486947,537582.67439
2031,567800.558003,542346.0148
