year,Base case cost,Modeled biomass for heat (cordwood)
2017,463369.406591,506591.350505
2018,501645.457915,540626.747686
2019,547286.353957,580652.211849
2020,571610.389695,602032.699581
2021,590994.125586,619120.873178
2022,606346.071324,632698.405713
2023,619721.277214,644567.049271
2024,631046.912952,654653.624079
2025,643572.998538,665828.398322
2026,658473.684732,679138.719299
2027,672396.340471,691611.041024
2028,690361.961795,708392.511894
2029,699545.202403,716025.124297
2030,716701.823423,732149.627537
2031,732416.679465,746338.818745
2032,748283.075203,760691.594259
2033,764319.701094,775226.362242
2034,781733.147136,791022.96683
2035,794458.303026,802648.379413
2036,818959.15435,825554.561206
