year,Base case cost,Modeled solar power (pv)
2016,22217.1787302,
2017,27316.2033568,
2018,31079.7691527,
2019,36543.009824,
2020,39092.5221373,
2021,40913.6023611,
2022,42249.0611919,
2023,43098.8986297,
2024,43948.7360674,
2025,44798.5735052,
2026,46012.6269877,
2027,46983.8697738,
2028,47712.3018633,
2029,48804.9499975,
2030,49411.9767388,
2031,50626.0302213,
2032,51840.0837039,
2033,53054.1371864,
2034,54268.1906689,
2035,55118.0281067,
