year,Base case cost,Modeled non-residential energy efficiency
2017,560628.780171,534495.11928
2018,580276.202565,552074.272681
2019,608796.654427,578454.982249
2020,622106.198629,589861.824624
2021,631613.015916,597555.395923
2022,638584.681927,602786.030529
2023,643021.196661,605552.799586
2024,647457.711395,608357.366926
2025,651894.226129,611198.846748
2026,658232.104321,615953.302336
2027,663302.406874,619491.674802
2028,667105.133789,621813.139029
2029,672809.224161,626045.103427
2030,675978.163257,627807.281448
2031,682316.041448,632729.689951
