year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,60246.078405,44582.0980197
2018,60246.078405,44582.0980197
2019,60246.078405,44582.0980197
2020,60246.078405,44582.0980197
2021,60246.078405,44582.0980197
2022,60246.078405,44582.0980197
2023,60246.078405,44582.0980197
2024,60246.078405,44582.0980197
2025,60246.078405,44582.0980197
2026,60246.078405,44582.0980197
2027,60246.078405,44582.0980197
2028,60246.078405,44582.0980197
2029,60246.078405,44582.0980197
2030,60246.078405,44582.0980197
2031,60246.078405,44582.0980197
