year,Base case cost,Modeled residential energy efficiency
2017,1203968.19846,1264560.47823
2018,1262230.52385,1304838.32993
2019,1337983.76054,1356879.10601
2020,1380305.48824,1385625.60613
2021,1405694.73026,1400057.73468
2022,1424313.50775,1409499.71559
2023,1443435.99682,1421223.147
2024,1455348.7859,1425841.78458
2025,1474664.70335,1437965.99825
2026,1491775.08221,1446731.98417
2027,1505463.38529,1453008.75324
2028,1523353.802,1464418.2048
2029,1531128.95358,1464552.83127
2030,1539684.14301,1467228.8017
2031,1556794.52187,1476460.92778
