year,Base case diesel consumed,Modeled residential energy efficiency
2017,162684.199135,120926.336081
2018,163583.664571,121825.801516
2019,163583.664571,121825.801516
2020,164483.130006,122725.266952
2021,164483.130006,122725.266952
2022,164483.130006,122725.266952
2023,165382.595442,123624.732388
2024,165382.595442,123624.732388
2025,166282.060878,124524.197823
2026,166282.060878,124524.197823
2027,166282.060878,124524.197823
2028,167181.526313,125423.663259
2029,166282.060878,124524.197823
2030,166282.060878,124524.197823
2031,166282.060878,124524.197823
