year,Base case diesel consumed,Modeled residential ashp
2017,34070.4858439,-128613.713291
2018,34258.8583137,-128425.340821
2019,34258.8583137,-128425.340821
2020,34447.2307835,-128236.968351
2021,34447.2307835,-128236.968351
2022,34447.2307835,-128236.968351
2023,34635.6032534,-128048.595882
2024,34635.6032534,-128048.595882
2025,34823.9757232,-127860.223412
2026,34823.9757232,-127860.223412
2027,34823.9757232,-127860.223412
2028,35012.348193,-127671.850942
2029,34823.9757232,-127860.223412
2030,34823.9757232,-127860.223412
2031,34823.9757232,-127860.223412
