year,Base case diesel consumed,Modeled diesel efficiency
2019,144357.486314,131234.078468
2020,143710.465708,130645.877917
2021,143279.118638,130253.744216
2022,143926.139244,130841.944767
2023,144573.15985,131430.145318
2024,145220.180456,132018.345869
2025,145507.74517,132279.768336
2026,145292.071634,132083.701486
2027,145148.289277,131952.990252
2028,144716.942207,131560.856552
2029,145076.398099,131887.634635
2030,144860.724564,131691.567785
2031,145363.962813,132149.057102
2032,144788.833385,131626.212168
2033,144932.615742,131756.923402
2034,144357.486314,131234.078468
2035,144573.15985,131430.145318
2036,144357.486314,131234.078468
2037,144429.377493,131299.434084
2038,144213.703958,131103.367234
