year,annotation,diesel generation efficiency
2002,,14.1
2003,,14.1
2004,,14.03
2005,,13.62
2006,,13.75
2007,,13.73
2008,,13.74
2009,,13.51
2010,,13.36
2011,,13.79
2012,,13.76
2013,,14.18
2014,start of forecast,13.91
2015,,13.91
2016,,13.91
2017,,13.91
2018,,13.91
2019,,13.91
2020,,13.91
2021,,13.91
2022,,13.91
2023,,13.91
2024,,13.91
2025,,13.91
2026,,13.91
2027,,13.91
2028,,13.91
2029,,13.91
2030,,13.91
2031,,13.91
2032,,13.91
2033,,13.91
2034,,13.91
2035,,13.91
2036,,13.91
2037,,13.91
2038,,13.91
2039,,13.91
2040,,13.91
