year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,35616.92,2035.94,35875.88,35174.4
2018,35736.44,2039.38,35875.88,36255.41
2019,35975.48,2042.52,35875.88,37336.42
2020,36095.0,2045.59,35875.88,37336.42
2021,36334.04,2049.23,35875.88,38417.43
2022,36573.08,2053.82,35875.88,39498.45
2023,36692.6,2056.51,35875.88,40579.46
2024,36812.12,2059.26,35875.88,40579.46
2025,36931.64,2061.97,35875.88,41660.47
2026,37170.67,2065.1,35875.88,42741.49
2027,37290.19,2067.95,35875.88,42741.49
2028,37529.23,2071.54,35875.88,43822.5
2029,37648.75,2074.39,35875.88,44903.51
2030,37768.27,2077.22,35875.88,45984.53
2031,38007.31,2080.61,35875.88,45984.53
2032,38126.83,2083.49,35875.88,47065.54
2033,38365.87,2088.24,35875.88,48146.55
2034,38604.91,2091.16,35875.88,49227.56
2035,38724.43,2094.3,35875.88,49227.56
2036,38963.47,2097.44,35875.88,50308.58
2037,39082.99,2100.43,35875.88,51389.59
2038,39202.51,2103.45,35875.88,52470.6
2039,39441.55,2106.85,35875.88,52470.6
2040,39680.59,2111.18,35875.88,53551.62
