year,Base case cost,Modeled non-residential energy efficiency
2017,308060.323302,314311.047119
2018,326830.575033,329724.218788
2019,353226.241531,351870.397435
2020,365544.21923,361658.990011
2021,373756.204362,367860.484662
2022,380208.478395,372538.089403
2023,384901.041328,375691.242969
2024,388420.463527,377835.342938
2025,392526.456094,380517.691118
2026,397805.589393,384253.710476
2027,402498.152326,387495.053481
2028,406017.574526,389725.275958
2029,410710.137459,393007.673825
2030,414229.559658,395277.988943
2031,419508.692958,399115.485466
