year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,200947
2004,,0,0,0,0,0,217234
2005,,0,0,0,0,0,247216
2006,,0,0,0,0,0,279508
2007,,0,0,0,0,0,239240
2008,,0,0,0,0,0,253814
2009,,0,0,0,0,0,294180
2010,,0,0,0,0,0,325886
2011,,0,0,0,0,0,288739
2012,,0,0,0,0,0,271800
2013,,0,0,0,0,0,116074
2014,start of forecast,0,0,0,0,0,293000
2015,,0,0,0,0,0,295000
2016,,0,0,0,0,0,296000
2017,,0,0,0,0,0,298000
2018,,0,0,0,0,0,299000
2019,,0,0,0,0,0,301000
2020,,0,0,0,0,0,302000
2021,,0,0,0,0,0,304000
2022,,0,0,0,0,0,306000
2023,,0,0,0,0,0,307000
2024,,0,0,0,0,0,308000
2025,,0,0,0,0,0,309000
2026,,0,0,0,0,0,311000
2027,,0,0,0,0,0,312000
2028,,0,0,0,0,0,314000
2029,,0,0,0,0,0,315000
2030,,0,0,0,0,0,316000
2031,,0,0,0,0,0,318000
2032,,0,0,0,0,0,319000
2033,,0,0,0,0,0,321000
2034,,0,0,0,0,0,323000
2035,,0,0,0,0,0,324000
2036,,0,0,0,0,0,326000
2037,,0,0,0,0,0,327000
2038,,0,0,0,0,0,328000
2039,,0,0,0,0,0,330000
2040,,0,0,0,0,0,332000
