year,Base case cost,Modeled residential energy efficiency
2017,362020.278591,348417.148146
2018,393212.16681,375472.314541
2019,434324.064854,411187.425619
2020,448489.704193,422347.291578
2021,470128.926007,441693.45902
2022,490140.074114,459728.989791
2023,508361.316626,476291.551376
2024,512732.305922,479221.614927
2025,530602.657952,495572.241972
2026,550253.670185,513525.571403
2027,556369.357044,518061.239312
2028,574140.557079,534468.331949
2029,593728.37996,552512.75542
2030,611967.094332,569423.123664
2031,619332.737706,575181.598413
2032,640458.218231,594716.760414
2033,661907.362528,614592.041365
2034,684552.519378,635580.712047
2035,689786.612065,639568.78077
2036,712899.283252,661055.983741
