year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2011,,3.84,5.6
2012,,4.36,6.95
2013,,4.58,7.34
2014,,,7.49
2016,,2.3,4.5
2017,,2.74,4.94
2018,,3.06,5.26
2019,,3.51,5.71
2020,,3.72,5.92
2021,,3.86,6.06
2022,,3.97,6.17
2023,,4.05,6.25
2024,,4.11,6.31
2025,,4.18,6.38
2026,,4.27,6.47
2027,,4.35,6.55
2028,,4.41,6.61
2029,,4.49,6.69
2030,,4.55,6.75
2031,,4.64,6.84
2032,,4.73,6.93
2033,,4.82,7.02
2034,,4.92,7.12
2035,,4.98,7.18
2036,,5.08,7.28
2037,,5.14,7.34
2038,,5.24,7.44
2039,,5.32,7.52
2040,,5.43,7.63
