year,Base case cost,Modeled water and wastewater efficiency
2017,28188.1655691,32529.1665221
2018,29927.8542467,33316.9702461
2019,32347.6808957,34544.4038024
2020,33521.1019725,34988.2780384
2021,34347.3733405,35221.0410056
2022,35044.72726,35382.2428527
2023,35537.2242396,35414.5721698
2024,35927.1224709,35388.7215897
2025,36370.4770971,35403.5555023
2026,36932.7846295,35502.0533622
2027,37436.1204817,35568.5996472
2028,37855.5193723,35590.3934615
2029,38362.5176818,35671.821299
2030,38763.8668939,35691.8971208
2031,39343.4322735,35833.3258734
