year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,35875.8752091,26855.1676547
2018,35875.8752091,26855.1676547
2019,35875.8752091,26855.1676547
2020,35875.8752091,26855.1676547
2021,35875.8752091,26855.1676547
2022,35875.8752091,26855.1676547
2023,35875.8752091,26855.1676547
2024,35875.8752091,26855.1676547
2025,35875.8752091,26855.1676547
2026,35875.8752091,26855.1676547
2027,35875.8752091,26855.1676547
2028,35875.8752091,26855.1676547
2029,35875.8752091,26855.1676547
2030,35875.8752091,26855.1676547
2031,35875.8752091,26855.1676547
