year,Base case diesel consumed,Modeled diesel efficiency
2019,26929.2373843,24481.1248948
2020,26929.2373843,24481.1248948
2021,26929.2373843,24481.1248948
2022,26929.2373843,24481.1248948
2023,26929.2373843,24481.1248948
2024,26929.2373843,24481.1248948
2025,26835.4785064,24395.8895513
2026,26835.4785064,24395.8895513
2027,26835.4785064,24395.8895513
2028,26835.4785064,24395.8895513
2029,26835.4785064,24395.8895513
2030,26835.4785064,24395.8895513
2031,26835.4785064,24395.8895513
2032,26835.4785064,24395.8895513
2033,26835.4785064,24395.8895513
2034,26835.4785064,24395.8895513
2035,26741.7196286,24310.6542078
2036,26741.7196286,24310.6542078
2037,26741.7196286,24310.6542078
2038,26741.7196286,24310.6542078
