year,Base case cost,Modeled non-residential energy efficiency
2017,398357.483433,394578.227381
2018,421116.330819,415347.475381
2019,452003.337985,443787.588158
2020,466634.02559,456932.398733
2021,477200.633304,466264.450809
2022,484515.977107,472548.922477
2023,489392.872975,476551.000016
2024,493456.952865,479801.40431
2025,498333.848734,483830.864134
2026,504836.376558,489404.589138
2027,509713.272426,493460.162785
2028,513777.352317,496762.809376
2029,519467.064163,501608.813816
2030,523531.144053,504935.780796
2031,529220.8559,509805.535603
