year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,145798.117032,107890.606604
2018,145798.117032,107890.606604
2019,145798.117032,107890.606604
2020,145798.117032,107890.606604
2021,145798.117032,107890.606604
2022,145798.117032,107890.606604
2023,145798.117032,107890.606604
2024,145798.117032,107890.606604
2025,145798.117032,107890.606604
2026,145798.117032,107890.606604
2027,145798.117032,107890.606604
2028,145798.117032,107890.606604
2029,145798.117032,107890.606604
2030,145798.117032,107890.606604
2031,145798.117032,107890.606604
