year,Base case cost,Modeled residential energy efficiency
2017,2645924.00759,2723684.91729
2018,2873198.32678,2893327.17668
2019,3167445.16655,3113563.63509
2020,3341754.37789,3245831.60013
2021,3471938.24111,3344260.48268
2022,3604918.55821,3449095.90742
2023,3704769.13964,3527740.01806
2024,3820647.68776,3622674.64436
2025,3938246.15922,3719585.59016
2026,4072630.65177,3830198.15913
2027,4209259.00024,3944966.49482
2028,4324699.18333,4042120.23716
2029,4488944.69991,4183310.32692
2030,4631215.33135,4309422.82668
2031,4825199.25486,4479134.04434
