year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,24713.33,8113.81,145798.12,633963.53
2018,26408.45,8164.7,145798.12,646756.12
2019,27421.1,8214.57,145798.12,658127.32
2020,28249.12,8258.2,145798.12,669498.51
2021,29181.51,8297.43,145798.12,679448.31
2022,30327.45,8348.62,145798.12,692240.9
2023,31345.48,8395.79,145798.12,703612.1
2024,32623.81,8454.05,145798.12,717826.09
2025,33722.0,8506.34,145798.12,732040.09
2026,35050.48,8567.46,145798.12,746254.08
2027,36310.1,8625.4,145798.12,761889.47
2028,37637.35,8684.89,145798.12,776103.47
2029,39262.54,8760.31,145798.12,794581.66
2030,41035.88,8839.6,145798.12,814481.25
2031,42808.1,8923.93,145798.12,835802.24
