year,Base case cost,Modeled diesel efficiency
2019,69649.6046924,240471.863665
2020,76837.6156265,242854.371234
2021,82875.4962444,244288.619339
2022,89162.7174986,246044.573588
2023,94036.4414063,246608.335938
2024,99828.8564911,248097.902245
2025,105212.638535,249304.490215
2026,112161.5432,252020.348934
2027,118734.039509,254478.424303
2028,124956.010599,256700.268039
2029,133492.646329,261106.848544
2030,141163.420408,264804.891223
2031,151112.606927,270650.985009
2032,161737.091888,277185.954132
2033,171862.908957,283340.799335
2034,183313.578586,290771.550835
2035,194732.463592,298243.226189
2036,208585.54233,307995.987727
2037,221528.342152,316987.807574
2038,237660.83332,328944.371017
