year,Base case diesel consumed,Modeled non-residential ashp
2017,20901.3314704,-22838.1036392
2018,20901.3314704,-22838.1036392
2019,20901.3314704,-22838.1036392
2020,20901.3314704,-22838.1036392
2021,20901.3314704,-22838.1036392
2022,20901.3314704,-22838.1036392
2023,20901.3314704,-22838.1036392
2024,20901.3314704,-22838.1036392
2025,20901.3314704,-22838.1036392
2026,20901.3314704,-22838.1036392
2027,20901.3314704,-22838.1036392
2028,20901.3314704,-22838.1036392
2029,20901.3314704,-22838.1036392
2030,20901.3314704,-22838.1036392
2031,20901.3314704,-22838.1036392
