year,Base case diesel consumed,Modeled residential ashp
2017,106575.032109,-527388.494423
2018,108725.583587,-525237.942945
2019,110637.184902,-523326.34163
2020,112548.786216,-521414.740316
2021,114221.437366,-519742.089166
2022,116371.988845,-517591.537687
2023,118283.590159,-515679.936373
2024,120673.091802,-513290.43473
2025,123062.593445,-510900.933087
2026,125452.095088,-508511.431444
2027,128080.546895,-505882.979637
2028,130470.048538,-503493.477994
2029,133576.400673,-500387.125858
2030,136921.702973,-497041.823558
2031,140505.955438,-493457.571094
