year,Base case diesel consumed,Modeled residential ashp
2017,7426.94808553,-22809.5086935
2018,7426.94808553,-22809.5086935
2019,7426.94808553,-22809.5086935
2020,7163.45518184,-23073.0015972
2021,7163.45518184,-23073.0015972
2022,7163.45518184,-23073.0015972
2023,7163.45518184,-23073.0015972
2024,6899.96227815,-23336.4945009
2025,6899.96227815,-23336.4945009
2026,6899.96227815,-23336.4945009
2027,6899.96227815,-23336.4945009
2028,6899.96227815,-23336.4945009
2029,6636.46937445,-23599.9874046
2030,6636.46937445,-23599.9874046
2031,6636.46937445,-23599.9874046
