year,Base case cost,Modeled non-residential energy efficiency
2017,141548.993499,148969.991501
2018,151549.719185,157353.10574
2019,165995.211842,169726.351579
2020,172662.3623,175152.965874
2021,177477.526519,178935.168182
2022,181181.498995,181735.477908
2023,183774.279729,183553.606082
2024,185626.265967,184720.678093
2025,188219.0467,186562.049018
2026,191182.224681,188746.042063
2027,193775.005415,190609.579039
2028,195626.991653,191820.995588
2029,198590.169634,194037.079416
2030,200442.155872,195269.139704
2031,203405.333853,197505.383423
