year,Base case diesel consumed,Modeled non-residential ashp
2017,3042.03481788,-3571.08435803
2018,3042.03481788,-3571.08435803
2019,3042.03481788,-3571.08435803
2020,3042.03481788,-3571.08435803
2021,3042.03481788,-3571.08435803
2022,3042.03481788,-3571.08435803
2023,3042.03481788,-3571.08435803
2024,3042.03481788,-3571.08435803
2025,3042.03481788,-3571.08435803
2026,3042.03481788,-3571.08435803
2027,3042.03481788,-3571.08435803
2028,3042.03481788,-3571.08435803
2029,3042.03481788,-3571.08435803
2030,3042.03481788,-3571.08435803
2031,3042.03481788,-3571.08435803
