year,Base case cost,Modeled non-residential energy efficiency
2017,266281.972165,290024.726546
2018,286370.010126,307140.20443
2019,314138.768484,331282.378517
2020,327727.735341,342530.860945
2021,336590.105029,349498.95311
2022,343089.176135,354339.51691
2023,347815.773302,357590.31525
2024,351951.545823,360327.49634
2025,356678.142991,363627.222488
2026,361995.564804,367488.927154
2027,366722.161972,370835.314572
2028,370857.934493,373665.844378
2029,376175.356306,377595.102651
2030,379129.479536,379392.346727
2031,385037.725995,383902.414354
