year,Base case diesel consumed,Modeled residential ashp
2017,2506.84620606,-13351.969255
2018,2506.84620606,-13351.969255
2019,2506.84620606,-13351.969255
2020,2506.84620606,-13351.969255
2021,2506.84620606,-13351.969255
2022,2332.79338509,-13526.022076
2023,2332.79338509,-13526.022076
2024,2332.79338509,-13526.022076
2025,2332.79338509,-13526.022076
2026,2332.79338509,-13526.022076
2027,2332.79338509,-13526.022076
2028,2332.79338509,-13526.022076
2029,2332.79338509,-13526.022076
2030,2332.79338509,-13526.022076
2031,2332.79338509,-13526.022076
