year,Base case diesel consumed,Modeled non-residential ashp
2017,5369.31304029,-6303.10663586
2018,5369.31304029,-6303.10663586
2019,5369.31304029,-6303.10663586
2020,5369.31304029,-6303.10663586
2021,5369.31304029,-6303.10663586
2022,5369.31304029,-6303.10663586
2023,5369.31304029,-6303.10663586
2024,5369.31304029,-6303.10663586
2025,5369.31304029,-6303.10663586
2026,5369.31304029,-6303.10663586
2027,5369.31304029,-6303.10663586
2028,5369.31304029,-6303.10663586
2029,5369.31304029,-6303.10663586
2030,5369.31304029,-6303.10663586
2031,5369.31304029,-6303.10663586
