year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,,0.0,,722.01
2018,,0.0,,722.01
2019,,0.0,,722.01
2020,,0.0,,722.01
2021,,0.0,,722.01
2022,,0.0,,722.01
2023,,0.0,,722.01
2024,,0.0,,722.01
2025,,0.0,,722.01
2026,,0.0,,722.01
2027,,0.0,,722.01
2028,,0.0,,722.01
2029,,0.0,,722.01
2030,,0.0,,722.01
2031,,0.0,,722.01
2032,,0.0,,722.01
2033,,0.0,,722.01
2034,,0.0,,722.01
2035,,0.0,,-77.92
2036,,0.0,,-77.92
2037,,0.0,,-77.92
2038,,0.0,,-77.92
2039,,0.0,,-77.92
2040,,0.0,,-77.92
