year,Base case cost,Modeled transmission and interties
2021,7229545.29957,
2022,7452154.96626,
2023,7605567.33413,
2024,7714004.2269,
2025,7861760.04601,
2026,8028281.71633,
2027,8169649.03317,
2028,8265710.07385,
2029,8440105.1092,
2030,8524788.68836,
2031,8712746.5679,
2032,8870134.53606,
2033,9045872.2346,
2034,9223219.03341,
2035,9342247.54804,
2036,9530555.68755,
2037,9642126.95796,
2038,9860373.34346,
2039,10018505.2398,
2040,10257378.0455,
