year,Base case cost,Modeled solar power (pv)
2016,99260.4409324,106867.976524
2017,121869.763589,129044.447339
2018,138964.617305,145777.252578
2019,162676.83375,169060.360571
2020,174257.218526,180355.053785
2021,181977.475043,187838.251682
2022,188043.390877,193690.422995
2023,192454.96603,197911.02464
2024,195763.647394,201045.021855
2025,200175.222547,205274.21929
2026,205138.244594,210053.214376
2027,209549.819746,214290.774128
2028,212858.501111,217440.980887
2029,217821.523157,222232.136085
2030,220578.757628,224844.114939
2031,226093.226568,230188.70624
2032,231056.248615,234991.290346
2033,236570.717556,240343.478459
2034,242085.186496,245699.365547
2035,245945.314755,249420.866518
