year,Base case cost,Modeled diesel efficiency
2019,162676.83375,322369.973874
2020,174257.218526,328808.175869
2021,181977.475043,331833.01608
2022,188043.390877,333447.509629
2023,192454.96603,333649.462962
2024,195763.647394,332938.048719
2025,200175.222547,333316.436457
2026,205138.244594,334281.267862
2027,209549.819746,334827.916837
2028,212858.501111,334453.119455
2029,217821.523157,335661.550174
2030,220578.757628,334942.142892
2031,226093.226568,336804.921556
2032,231056.248615,338240.221753
2033,236570.717556,340248.943566
2034,242085.186496,342328.081867
2035,245945.314755,342972.039948
2036,251459.783695,345187.09846
2037,254768.46506,345462.475809
2038,260834.380895,348308.473348
