year,population
2003,232.0
2004,224.0
2005,233.0
2006,245.0
2007,231.0
2008,229.0
2009,212.0
2010,233.0
2011,240.0
2012,242.0
2013,244.0
2014,247.0
2015,249.0
2016,251.0
2017,254.0
2018,256.0
2019,258.0
2020,260.0
2021,262.0
2022,264.0
2023,266.0
2024,268.0
2025,270.0
2026,272.0
2027,274.0
2028,277.0
2029,278.0
2030,280.0
2031,282.0
2032,285.0
2033,287.0
2034,289.0
2035,292.0
2036,294.0
2037,296.0
2038,298.0
2039,301.0
2040,303.0
