year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,52448.12,682203.18,402789.16,960.38,19850.51,9043.42
2018,58726.55,763684.12,450897.47,3477.04,71789.66,32705.66
2019,67219.28,873923.04,525781.4,6887.69,142060.29,65643.84
2020,71291.28,926646.0,557501.31,8526.19,175667.98,81173.43
2021,74012.41,961794.64,589429.13,9623.62,198073.1,92815.59
2022,76118.9,988954.96,617159.81,10475.03,215386.15,102330.14
2023,77610.93,1008126.94,629124.13,11079.94,227607.13,108136.34
2024,78734.19,1022505.93,649559.14,11536.91,236772.87,114031.96
2025,80227.71,1041677.92,661738.37,12144.16,248993.84,119917.69
2026,81968.41,1064045.24,687874.87,12852.28,263251.65,128497.68
2027,83464.57,1083217.22,700269.01,13462.92,275472.63,134462.95
2028,84715.8,1099193.88,722918.85,13975.62,285656.78,141293.13
2029,86334.02,1119963.53,736578.66,14636.68,298896.17,147841.68
2030,87337.31,1132744.85,757682.17,15049.6,307043.49,153869.86
2031,89081.44,1155112.17,785591.66,15763.97,321301.3,163106.03
2032,,,800803.67,,,170343.89
2033,,,830569.82,,,180382.06
2034,,,860873.24,,,190619.07
2035,,,872097.15,,,195921.53
2036,,,903116.93,,,206423.67
