year,Base case cost,Modeled non-residential energy efficiency
2017,182495.787884,208556.405441
2018,199567.605903,223642.136053
2019,223752.681429,245427.439096
2020,235133.893441,255214.70559
2021,243195.585283,261906.808443
2022,249360.408457,266838.761634
2023,253628.362961,270010.084093
2024,256947.883132,272310.643756
2025,261215.837636,275520.657302
2026,266432.226475,279639.676695
2027,270700.18098,282886.58894
2028,274493.918317,285706.135621
2029,279236.089989,289433.406068
2030,282081.392992,291396.979604
2031,287297.781831,295602.978088
