year,Base case cost,Modeled wind power
2019,77453.1822038,
2020,82515.4488158,
2021,86306.6991667,
2022,89205.8906116,
2023,91213.0231504,
2024,92774.1262361,
2025,94781.2587748,
2026,97234.4207667,
2027,99241.5533054,
2028,101025.671118,
2029,102867.638615,
2030,104200.696566,
2031,106644.636145,
2032,109088.575723,
2033,111754.691627,
2034,114420.80753,
2035,115976.041807,
2036,118864.334036,
2037,120419.568313,
2038,123085.684217,
