year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,,128415.31,189563.91,,54080.47,65744.59
2018,,141465.06,202197.38,,58102.55,70634.15
2019,,159952.2,220094.8,,63800.48,77561.02
2020,,168652.03,228517.11,,66481.86,80820.72
2021,,174814.41,234482.91,,68381.18,83129.68
2022,,179526.82,229505.61,,69833.59,81751.08
2023,,182789.25,232537.94,,70839.11,82928.2
2024,,185326.7,234896.41,,71621.18,83843.73
2025,,188589.14,237928.74,,72626.7,85020.85
2026,,192576.56,241634.92,,73855.66,86459.54
2027,,195839.0,244667.25,,74861.18,87636.66
2028,,198738.94,247362.65,,75754.98,88682.98
2029,,202363.87,240310.25,,76872.22,86529.7
2030,,204538.83,242247.77,,77542.56,87284.26
2031,,208526.25,245799.91,,78771.53,88667.62
2032,,,249352.04,,,90050.99
2033,,,253227.09,,,91560.11
2034,,,257102.15,,,93069.23
2035,,,259362.59,,,93949.55
2036,,,252130.6,,,91761.06
