year,Base case cost,Modeled residential energy efficiency
2017,255308.506057,224666.556206
2018,272831.530872,237785.918144
2019,297655.816027,256642.089692
2020,309337.83257,265211.987745
2021,317612.594288,271125.161557
2022,311256.690342,262842.108172
2023,315466.134274,265558.526802
2024,318740.146221,267562.817127
2025,322949.590154,270304.516358
2026,328094.466071,273783.331749
2027,332303.910003,276549.140441
2028,336045.637942,278964.122494
2029,326839.949059,268232.534193
2030,329532.036832,269830.843258
2031,334467.531084,273157.108772
2032,339403.025336,276493.954083
2033,344787.200883,280184.555771
2034,350171.37643,283885.247136
2035,353312.1455,285878.668957
2036,343891.655362,274688.913359
