year,Base case cost,Modeled diesel efficiency
2019,77453.1822038,234772.344857
2020,82515.4488158,235522.209452
2021,86306.6991667,235206.89056
2022,89205.8906116,234168.778794
2023,91213.0231504,232405.807684
2024,92774.1262361,230321.440486
2025,94781.2587748,228724.66911
2026,97234.4207667,227613.568997
2027,99241.5533054,226175.298042
2028,101025.671118,224610.761496
2029,102867.638615,223173.49829
2030,104200.696566,221346.522372
2031,106644.636145,220600.661792
2032,109088.575723,219924.354917
2033,111754.691627,219517.950016
2034,114420.80753,219177.8767
2035,115976.041807,217892.687897
2036,118864.334036,217882.628662
2037,120419.568313,216722.474653
2038,123085.684217,216632.541239
