year,Base case diesel consumed,Modeled diesel efficiency
2019,22385.3127757,20350.2843415
2020,22301.4726529,20274.0660481
2021,22301.4726529,20274.0660481
2022,22301.4726529,20274.0660481
2023,22301.4726529,20274.0660481
2024,22301.4726529,20274.0660481
2025,22301.4726529,20274.0660481
2026,22301.4726529,20274.0660481
2027,22301.4726529,20274.0660481
2028,22301.4726529,20274.0660481
2029,22217.6325302,20197.8477547
2030,22217.6325302,20197.8477547
2031,22217.6325302,20197.8477547
2032,22217.6325302,20197.8477547
2033,22217.6325302,20197.8477547
2034,22217.6325302,20197.8477547
2035,22217.6325302,20197.8477547
2036,22217.6325302,20197.8477547
2037,22217.6325302,20197.8477547
2038,22217.6325302,20197.8477547
