year,population
2003,53.0
2004,47.0
2005,93.0
2006,77.0
2007,86.0
2008,80.0
2009,76.0
2010,83.0
2011,74.0
2012,74.0
2013,74.0
2014,73.0
2015,73.0
2016,73.0
2017,73.0
2018,72.0
2019,72.0
2020,71.0
2021,71.0
2022,71.0
2023,70.0
2024,70.0
2025,70.0
2026,69.0
2027,69.0
2028,69.0
2029,68.0
2030,67.0
2031,67.0
2032,66.0
2033,66.0
2034,66.0
2035,66.0
2036,65.0
2037,65.0
2038,64.0
2039,64.0
2040,64.0
