year,Base case diesel consumed,Modeled non-residential ashp
2017,36249.2937467,25374.5056336
2018,36249.2937467,25374.5056336
2019,36249.2937467,25374.5056336
2020,36249.2937467,25374.5056336
2021,36249.2937467,25374.5056336
2022,36249.2937467,25374.5056336
2023,36249.2937467,25374.5056336
2024,36249.2937467,25374.5056336
2025,36249.2937467,25374.5056336
2026,36249.2937467,25374.5056336
2027,36249.2937467,25374.5056336
2028,36249.2937467,25374.5056336
2029,36249.2937467,25374.5056336
2030,36249.2937467,25374.5056336
2031,36249.2937467,25374.5056336
