year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,55607.6662383,41149.6730164
2018,55607.6662383,41149.6730164
2019,55607.6662383,41149.6730164
2020,55607.6662383,41149.6730164
2021,55607.6662383,41149.6730164
2022,55607.6662383,41149.6730164
2023,55607.6662383,41149.6730164
2024,55607.6662383,41149.6730164
2025,55607.6662383,41149.6730164
2026,55607.6662383,41149.6730164
2027,55607.6662383,41149.6730164
2028,55607.6662383,41149.6730164
2029,55607.6662383,41149.6730164
2030,55607.6662383,41149.6730164
2031,55607.6662383,41149.6730164
