year,Base case diesel consumed,Modeled non-residential ashp
2017,55607.6662383,38925.3663502
2018,55607.6662383,38925.3663502
2019,55607.6662383,38925.3663502
2020,55607.6662383,38925.3663502
2021,55607.6662383,38925.3663502
2022,55607.6662383,38925.3663502
2023,55607.6662383,38925.3663502
2024,55607.6662383,38925.3663502
2025,55607.6662383,38925.3663502
2026,55607.6662383,38925.3663502
2027,55607.6662383,38925.3663502
2028,55607.6662383,38925.3663502
2029,55607.6662383,38925.3663502
2030,55607.6662383,38925.3663502
2031,55607.6662383,38925.3663502
