year,Base case cost,Modeled non-residential energy efficiency
2017,126947.235913,181843.283465
2018,146296.689084,200065.536982
2019,173466.171833,225664.99164
2020,186262.583869,237736.775327
2021,195504.437006,246455.285767
2022,202057.478141,252605.755597
2023,207033.8606,257300.338142
2024,210743.254616,260768.189375
2025,215719.637074,265462.77192
2026,221406.931313,270828.009114
2027,226383.313771,275522.591659
2028,230092.707787,278990.442892
2029,235625.166908,284241.102099
2030,238623.649145,287038.298683
2031,245021.855162,293074.190526
