year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,89998.3992869,66598.8154723
2018,89998.3992869,66598.8154723
2019,89998.3992869,66598.8154723
2020,89998.3992869,66598.8154723
2021,89998.3992869,66598.8154723
2022,89998.3992869,66598.8154723
2023,89998.3992869,66598.8154723
2024,89998.3992869,66598.8154723
2025,89998.3992869,66598.8154723
2026,89998.3992869,66598.8154723
2027,89998.3992869,66598.8154723
2028,89998.3992869,66598.8154723
2029,89998.3992869,66598.8154723
2030,89998.3992869,66598.8154723
2031,89998.3992869,66598.8154723
